ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
50469,Valentyn Anatoliyovych Hrekov,M,28.0,183.0,90.0,Ukraine,UKR,2004 Summer,2004,Summer,Athina,Judo,Judo Men's Middleweight,
50469,Valentyn Anatoliyovych Hrekov,M,32.0,183.0,90.0,Ukraine,UKR,2008 Summer,2008,Summer,Beijing,Judo,Judo Men's Middleweight,
50531,Hsu Chi-Hung,M,21.0,174.0,68.0,Chinese Taipei,TPE,2000 Summer,2000,Summer,Sydney,Taekwondo,Taekwondo Men's Featherweight,
50532,Hsu Chih-Ling,F,25.0,177.0,57.0,Chinese Taipei,TPE,2000 Summer,2000,Summer,Sydney,Taekwondo,Taekwondo Women's Featherweight,
50550,Hsu Yuan-Lin,F,29.0,167.0,78.0,Chinese Taipei,TPE,2000 Summer,2000,Summer,Sydney,Judo,Judo Women's Half-Heavyweight,
50592,Huang Ai-Chun,F,22.0,160.0,59.0,Chinese Taipei,TPE,1996 Summer,1996,Summer,Atlanta,Judo,Judo Women's Lightweight,
50596,Huang Chien-Lung,M,25.0,168.0,71.0,Chinese Taipei,TPE,1996 Summer,1996,Summer,Atlanta,Judo,Judo Men's Lightweight,
50597,Huang Chih-Hsiung,M,23.0,172.0,64.0,Chinese Taipei,TPE,2000 Summer,2000,Summer,Sydney,Taekwondo,Taekwondo Men's Flyweight,Bronze
50597,Huang Chih-Hsiung,M,27.0,172.0,64.0,Chinese Taipei,TPE,2004 Summer,2004,Summer,Athina,Taekwondo,Taekwondo Men's Featherweight,Silver
50599,Huang Chin-Chun,M,24.0,172.0,73.0,Chinese Taipei,TPE,1964 Summer,1964,Summer,Tokyo,Judo,Judo Men's Middleweight,
50615,Huang Huai-Hsuan,F,19.0,168.0,53.0,Chinese Taipei,TPE,2016 Summer,2016,Summer,Rio de Janeiro,Taekwondo,Taekwondo Women's Flyweight,
50668,Huang Yong-Chun,M,29.0,173.0,88.0,Chinese Taipei,TPE,1964 Summer,1964,Summer,Tokyo,Judo,Judo Men's Heavyweight,
50669,Huang Yu-Shin,F,20.0,,,Chinese Taipei,TPE,1992 Summer,1992,Summer,Barcelona,Judo,Judo Women's Extra-Lightweight,
50731,Walter Huber,M,18.0,178.0,82.0,Venezuela,VEN,1976 Summer,1976,Summer,Montreal,Judo,Judo Men's Middleweight,
50938,Mark Huizinga,M,22.0,184.0,90.0,Netherlands,NED,1996 Summer,1996,Summer,Atlanta,Judo,Judo Men's Middleweight,Bronze
50938,Mark Huizinga,M,27.0,184.0,90.0,Netherlands,NED,2000 Summer,2000,Summer,Sydney,Judo,Judo Men's Middleweight,Gold
50938,Mark Huizinga,M,30.0,184.0,90.0,Netherlands,NED,2004 Summer,2004,Summer,Athina,Judo,Judo Men's Middleweight,Bronze
50938,Mark Huizinga,M,34.0,184.0,90.0,Netherlands,NED,2008 Summer,2008,Summer,Beijing,Judo,Judo Men's Middleweight,
50943,Fabiane Mayumi Hukuda,F,23.0,156.0,52.0,Brazil,BRA,2004 Summer,2004,Summer,Athina,Judo,Judo Women's Half-Lightweight,
51183,Hryhoriy Hryhorovych Husarov,M,18.0,186.0,68.0,Ukraine,UKR,2012 Summer,2012,Summer,London,Taekwondo,Taekwondo Men's Featherweight,
51197,Nazim Galib-ogly Hseynov,M,22.0,,,Unified Team,EUN,1992 Summer,1992,Summer,Barcelona,Judo,Judo Men's Extra-Lightweight,Gold
51197,Nazim Galib-ogly Hseynov,M,26.0,,,Azerbaijan,AZE,1996 Summer,1996,Summer,Atlanta,Judo,Judo Men's Extra-Lightweight,
51202,Zlfiyy Yusif Hseynova,F,25.0,164.0,55.0,Azerbaijan,AZE,1996 Summer,1996,Summer,Atlanta,Judo,Judo Women's Lightweight,
51202,Zlfiyy Yusif Hseynova,F,29.0,164.0,55.0,Azerbaijan,AZE,2000 Summer,2000,Summer,Sydney,Judo,Judo Women's Lightweight,
51230,Walid Mohamed Hussain,M,23.0,174.0,77.0,Egypt,EGY,1984 Summer,1984,Summer,Los Angeles,Judo,Judo Men's Half-Middleweight,
51230,Walid Mohamed Hussain,M,27.0,174.0,77.0,Egypt,EGY,1988 Summer,1988,Summer,Seoul,Judo,Judo Men's Half-Middleweight,
51248,Tamer Hussein,M,29.0,178.0,68.0,Egypt,EGY,2004 Summer,2004,Summer,Athina,Taekwondo,Taekwondo Men's Featherweight,
51308,Carlos Huttich Moreno,M,21.0,178.0,78.0,Mexico,MEX,1984 Summer,1984,Summer,Los Angeles,Judo,Judo Men's Half-Middleweight,
51308,Carlos Huttich Moreno,M,25.0,178.0,78.0,Mexico,MEX,1988 Summer,1988,Summer,Seoul,Judo,Judo Men's Half-Middleweight,
51344,Sezer Huysuz,M,30.0,175.0,73.0,Turkey,TUR,2008 Summer,2008,Summer,Beijing,Judo,Judo Men's Lightweight,
51344,Sezer Huysuz,M,34.0,175.0,73.0,Turkey,TUR,2012 Summer,2012,Summer,London,Judo,Judo Men's Lightweight,
51369,Hwang Gyeong-Seon,F,18.0,175.0,67.0,South Korea,KOR,2004 Summer,2004,Summer,Athina,Taekwondo,Taekwondo Women's Welterweight,Bronze
51369,Hwang Gyeong-Seon,F,22.0,175.0,67.0,South Korea,KOR,2008 Summer,2008,Summer,Beijing,Taekwondo,Taekwondo Women's Welterweight,Gold
51369,Hwang Gyeong-Seon,F,26.0,175.0,67.0,South Korea,KOR,2012 Summer,2012,Summer,London,Taekwondo,Taekwondo Women's Welterweight,Gold
51376,Hwang Hui-Tae,M,26.0,175.0,100.0,South Korea,KOR,2004 Summer,2004,Summer,Athina,Judo,Judo Men's Middleweight,
51376,Hwang Hui-Tae,M,34.0,175.0,100.0,South Korea,KOR,2012 Summer,2012,Summer,London,Judo,Judo Men's Half-Heavyweight,
51382,Hwang Jeong-O,M,26.0,167.0,65.0,South Korea,KOR,1984 Summer,1984,Summer,Los Angeles,Judo,Judo Men's Half-Lightweight,Silver
51384,Hwang Jin-Su,M,26.0,181.0,78.0,South Korea,KOR,1984 Summer,1984,Summer,Los Angeles,Judo,Judo Men's Half-Middleweight,
51401,Hwang Ye-Seul,F,24.0,175.0,70.0,South Korea,KOR,2012 Summer,2012,Summer,London,Judo,Judo Women's Middleweight,
51424,Hyeon Suk-Hui,F,25.0,,,South Korea,KOR,1996 Summer,1996,Summer,Atlanta,Judo,Judo Women's Half-Lightweight,Silver
51454,Kazuyuki Hyodo,M,32.0,188.0,84.0,Japan,JPN,1996 Summer,1996,Summer,Atlanta,Sailing,Sailing Mixed Three Person Keelboat,
51455,Masayuki Hyokai,M,22.0,180.0,75.0,Japan,JPN,1972 Summer,1972,Summer,Munich,Handball,Handball Men's Handball,
51462,Antti Tapani Hyvrinen,M,23.0,175.0,76.5,Finland,FIN,1984 Summer,1984,Summer,Los Angeles,Judo,Judo Men's Lightweight,
51505,Jos Ibaez Gmez,M,20.0,184.0,93.0,Cuba,CUB,1972 Summer,1972,Summer,Munich,Judo,Judo Men's Half-Heavyweight,
51505,Jos Ibaez Gmez,M,24.0,184.0,93.0,Cuba,CUB,1976 Summer,1976,Summer,Montreal,Judo,Judo Men's Half-Heavyweight,
51505,Jos Ibaez Gmez,M,24.0,184.0,93.0,Cuba,CUB,1976 Summer,1976,Summer,Montreal,Judo,Judo Men's Open Class,
51509,Roberto Xavier Ibez Romero,M,23.0,165.0,66.0,Ecuador,ECU,2008 Summer,2008,Summer,Beijing,Judo,Judo Men's Half-Lightweight,
51533,Erkin Ibragimov,M,24.0,178.0,81.0,Kyrgyzstan,KGZ,2004 Summer,2004,Summer,Athina,Judo,Judo Men's Half-Middleweight,
51538,Rinat Khisayevich Ibragimov,M,22.0,181.0,73.0,Kazakhstan,KAZ,2008 Summer,2008,Summer,Beijing,Judo,Judo Men's Lightweight,
51538,Rinat Khisayevich Ibragimov,M,26.0,181.0,73.0,Kazakhstan,KAZ,2012 Summer,2012,Summer,London,Judo,Judo Men's Lightweight,
51585,Takashi Ichiba,M,23.0,152.0,58.0,Japan,JPN,1984 Summer,1984,Summer,Los Angeles,Weightlifting,Weightlifting Men's Bantamweight,
51585,Takashi Ichiba,M,27.0,152.0,58.0,Japan,JPN,1988 Summer,1988,Summer,Seoul,Weightlifting,Weightlifting Men's Bantamweight,
51586,Hiroki Ichigatani,M,23.0,178.0,63.0,Japan,JPN,1992 Summer,1992,Summer,Barcelona,Fencing,"Fencing Men's Foil, Individual",
51586,Hiroki Ichigatani,M,27.0,178.0,63.0,Japan,JPN,1996 Summer,1996,Summer,Atlanta,Fencing,"Fencing Men's Foil, Individual",
51587,Masamitsu Ichiguchi,M,20.0,161.0,59.0,Japan,JPN,1960 Summer,1960,Summer,Roma,Wrestling,"Wrestling Men's Bantamweight, Greco-Roman",
51587,Masamitsu Ichiguchi,M,24.0,161.0,59.0,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Wrestling,"Wrestling Men's Bantamweight, Greco-Roman",Gold
51588,Masao Ichihara,M,22.0,,,Japan,JPN,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 400 metres Hurdles,
51588,Masao Ichihara,M,22.0,,,Japan,JPN,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 4 x 400 metres Relay,
51589,Ari Ichihashi,F,22.0,157.0,42.0,Japan,JPN,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's Marathon,
51590,Yoshiyuki Ichihashi,M,22.0,180.0,67.0,Japan-1,JPN,1972 Winter,1972,Winter,Sapporo,Bobsleigh,Bobsleigh Men's Four,
51591,Aki Ichijo,F,26.0,180.0,65.0,Japan,JPN,1996 Summer,1996,Summer,Atlanta,Basketball,Basketball Women's Basketball,
51592,Kana Ichikawa,F,21.0,164.0,48.0,Japan,JPN,2012 Summer,2012,Summer,London,Athletics,Athletics Women's 4 x 100 metres Relay,
51593,Kazuaki Ichikawa,M,22.0,178.0,75.0,Japan,JPN,1972 Winter,1972,Winter,Sapporo,Luge,Luge Men's Singles,
51593,Kazuaki Ichikawa,M,22.0,178.0,75.0,Japan-2,JPN,1972 Winter,1972,Winter,Sapporo,Luge,Luge Mixed (Men)'s Doubles,
51593,Kazuaki Ichikawa,M,26.0,178.0,75.0,Japan,JPN,1976 Winter,1976,Winter,Innsbruck,Luge,Luge Men's Singles,
51593,Kazuaki Ichikawa,M,26.0,178.0,75.0,Japan,JPN,1976 Winter,1976,Winter,Innsbruck,Luge,Luge Mixed (Men)'s Doubles,
51594,Tatsuo Ichikawa,M,19.0,,,Japan,JPN,1936 Winter,1936,Winter,Garmisch-Partenkirchen,Ice Hockey,Ice Hockey Men's Ice Hockey,
51595,Yoshiko Ichikawa,F,20.0,162.0,46.0,Japan,JPN,1996 Summer,1996,Summer,Atlanta,Athletics,"Athletics Women's 5,000 metres",
51595,Yoshiko Ichikawa,F,24.0,162.0,46.0,Japan,JPN,2000 Summer,2000,Summer,Sydney,Athletics,"Athletics Women's 5,000 metres",
51598,Kazuaki Ichimura,M,22.0,172.0,70.0,Japan,JPN,1980 Winter,1980,Winter,Lake Placid,Speed Skating,Speed Skating Men's 500 metres,
51598,Kazuaki Ichimura,M,22.0,172.0,70.0,Japan,JPN,1980 Winter,1980,Winter,Lake Placid,Speed Skating,"Speed Skating Men's 1,000 metres",
51599,Masami Ichimura,M,21.0,165.0,60.0,Japan,JPN,1972 Winter,1972,Winter,Sapporo,Alpine Skiing,Alpine Skiing Men's Giant Slalom,
51599,Masami Ichimura,M,21.0,165.0,60.0,Japan,JPN,1972 Winter,1972,Winter,Sapporo,Alpine Skiing,Alpine Skiing Men's Slalom,
51599,Masami Ichimura,M,25.0,165.0,60.0,Japan,JPN,1976 Winter,1976,Winter,Innsbruck,Alpine Skiing,Alpine Skiing Men's Giant Slalom,
51599,Masami Ichimura,M,25.0,165.0,60.0,Japan,JPN,1976 Winter,1976,Winter,Innsbruck,Alpine Skiing,Alpine Skiing Men's Slalom,
51600,Tsuyoshi Ichinohe,M,29.0,178.0,66.0,Japan,JPN,2006 Winter,2006,Winter,Torino,Ski Jumping,"Ski Jumping Men's Large Hill, Individual",
51600,Tsuyoshi Ichinohe,M,29.0,178.0,66.0,Japan,JPN,2006 Winter,2006,Winter,Torino,Ski Jumping,"Ski Jumping Men's Large Hill, Team",
51601,Shiro Ichinoseki,M,20.0,172.0,59.0,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Weightlifting,Weightlifting Men's Bantamweight,Bronze
51601,Shiro Ichinoseki,M,24.0,172.0,59.0,Japan,JPN,1968 Summer,1968,Summer,Mexico City,Weightlifting,Weightlifting Men's Bantamweight,
51602,Chiharu Icho,F,22.0,157.0,48.0,Japan,JPN,2004 Summer,2004,Summer,Athina,Wrestling,"Wrestling Women's Flyweight, Freestyle",Silver
51602,Chiharu Icho,F,26.0,157.0,48.0,Japan,JPN,2008 Summer,2008,Summer,Beijing,Wrestling,"Wrestling Women's Flyweight, Freestyle",Silver
51603,Kaori Icho,F,20.0,166.0,61.0,Japan,JPN,2004 Summer,2004,Summer,Athina,Wrestling,"Wrestling Women's Middleweight, Freestyle",Gold
51603,Kaori Icho,F,24.0,166.0,61.0,Japan,JPN,2008 Summer,2008,Summer,Beijing,Wrestling,"Wrestling Women's Middleweight, Freestyle",Gold
51603,Kaori Icho,F,28.0,166.0,61.0,Japan,JPN,2012 Summer,2012,Summer,London,Wrestling,"Wrestling Women's Middleweight, Freestyle",Gold
51603,Kaori Icho,F,32.0,166.0,61.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Women's Lightweight, Freestyle",Gold
51608,Takako Ida,F,27.0,160.0,57.0,Japan,JPN,2000 Summer,2000,Summer,Sydney,Badminton,Badminton Women's Singles,
51612,Alexandre Iddir,M,25.0,184.0,90.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Men's Middleweight,
51613,Juri Ide,F,25.0,158.0,51.0,Japan,JPN,2008 Summer,2008,Summer,Beijing,Triathlon,Triathlon Women's Olympic Distance,
51613,Juri Ide,F,29.0,158.0,51.0,Japan,JPN,2012 Summer,2012,Summer,London,Triathlon,Triathlon Women's Olympic Distance,
51614,Kaname Ide,F,20.0,153.0,51.0,Japan,JPN,1968 Winter,1968,Winter,Grenoble,Speed Skating,Speed Skating Women's 500 metres,
51614,Kaname Ide,F,20.0,153.0,51.0,Japan,JPN,1968 Winter,1968,Winter,Grenoble,Speed Skating,"Speed Skating Women's 1,500 metres",
51614,Kaname Ide,F,20.0,153.0,51.0,Japan,JPN,1968 Winter,1968,Winter,Grenoble,Speed Skating,"Speed Skating Women's 3,000 metres",
51614,Kaname Ide,F,24.0,153.0,51.0,Japan,JPN,1972 Winter,1972,Winter,Sapporo,Speed Skating,"Speed Skating Women's 1,500 metres",
51614,Kaname Ide,F,24.0,153.0,51.0,Japan,JPN,1972 Winter,1972,Winter,Sapporo,Speed Skating,"Speed Skating Women's 3,000 metres",
51615,Yosuke Ideguchi,M,19.0,171.0,71.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,
51626,Ali Idir,M,21.0,162.0,62.0,Algeria,ALG,1988 Summer,1988,Summer,Seoul,Judo,Judo Men's Extra-Lightweight,
51654,Yuji Iga,M,32.0,180.0,81.0,Japan,JPN,1998 Winter,1998,Winter,Nagano,Ice Hockey,Ice Hockey Men's Ice Hockey,
51657,Chihiro Igarashi,F,21.0,170.0,61.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 200 metres Freestyle,
51657,Chihiro Igarashi,F,21.0,170.0,61.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 400 metres Freestyle,
51657,Chihiro Igarashi,F,21.0,170.0,61.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,
51658,Fumio Igarashi,M,21.0,167.0,62.0,Japan,JPN,1980 Winter,1980,Winter,Lake Placid,Figure Skating,Figure Skating Men's Singles,
51659,Hisato Igarashi,M,25.0,162.0,56.0,Japan,JPN,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Individual All-Around,
51659,Hisato Igarashi,M,25.0,162.0,56.0,Japan,JPN,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Team All-Around,Gold
51659,Hisato Igarashi,M,25.0,162.0,56.0,Japan,JPN,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Floor Exercise,
51659,Hisato Igarashi,M,25.0,162.0,56.0,Japan,JPN,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Horse Vault,
51659,Hisato Igarashi,M,25.0,162.0,56.0,Japan,JPN,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Parallel Bars,
51659,Hisato Igarashi,M,25.0,162.0,56.0,Japan,JPN,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Horizontal Bar,
51659,Hisato Igarashi,M,25.0,162.0,56.0,Japan,JPN,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Rings,
51659,Hisato Igarashi,M,25.0,162.0,56.0,Japan,JPN,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Pommelled Horse,
51660,Miki Igarashi,F,20.0,154.0,42.0,Japan,JPN,1992 Summer,1992,Summer,Barcelona,Athletics,"Athletics Women's 10,000 metres",
51661,Mitsuko Igarashi,F,20.0,158.0,53.0,Japan,JPN,1998 Winter,1998,Winter,Nagano,Ice Hockey,Ice Hockey Women's Ice Hockey,
51662,Toshiyuki Igarashi,M,20.0,166.0,48.0,Japan,JPN,2004 Summer,2004,Summer,Athina,Boxing,Boxing Men's Light-Flyweight,
51666,Satomi Igawa,F,21.0,183.0,77.0,Japan-1,JPN,2000 Summer,2000,Summer,Sydney,Badminton,Badminton Women's Doubles,
51667,Chiharu Igaya,M,20.0,166.0,68.0,Japan,JPN,1952 Winter,1952,Winter,Oslo,Alpine Skiing,Alpine Skiing Men's Downhill,
51667,Chiharu Igaya,M,20.0,166.0,68.0,Japan,JPN,1952 Winter,1952,Winter,Oslo,Alpine Skiing,Alpine Skiing Men's Giant Slalom,
51667,Chiharu Igaya,M,20.0,166.0,68.0,Japan,JPN,1952 Winter,1952,Winter,Oslo,Alpine Skiing,Alpine Skiing Men's Slalom,
51667,Chiharu Igaya,M,24.0,166.0,68.0,Japan,JPN,1956 Winter,1956,Winter,Cortina d'Ampezzo,Alpine Skiing,Alpine Skiing Men's Downhill,
51667,Chiharu Igaya,M,24.0,166.0,68.0,Japan,JPN,1956 Winter,1956,Winter,Cortina d'Ampezzo,Alpine Skiing,Alpine Skiing Men's Giant Slalom,
51667,Chiharu Igaya,M,24.0,166.0,68.0,Japan,JPN,1956 Winter,1956,Winter,Cortina d'Ampezzo,Alpine Skiing,Alpine Skiing Men's Slalom,Silver
51667,Chiharu Igaya,M,28.0,166.0,68.0,Japan,JPN,1960 Winter,1960,Winter,Squaw Valley,Alpine Skiing,Alpine Skiing Men's Downhill,
51667,Chiharu Igaya,M,28.0,166.0,68.0,Japan,JPN,1960 Winter,1960,Winter,Squaw Valley,Alpine Skiing,Alpine Skiing Men's Giant Slalom,
51667,Chiharu Igaya,M,28.0,166.0,68.0,Japan,JPN,1960 Winter,1960,Winter,Squaw Valley,Alpine Skiing,Alpine Skiing Men's Slalom,
51683,Leire Iglesias Armio,F,30.0,175.0,70.0,Spain,ESP,2008 Summer,2008,Summer,Beijing,Judo,Judo Women's Middleweight,
51720,Tadahito Iguchi,M,21.0,177.0,78.0,Japan,JPN,1996 Summer,1996,Summer,Atlanta,Baseball,Baseball Men's Baseball,Silver
51725,Masaji Iguro,M,22.0,,,Japan,JPN,1936 Winter,1936,Winter,Garmisch-Partenkirchen,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",
51729,Katsuhiko Ihara,M,21.0,178.0,76.0,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Rowing,Rowing Men's Coxed Pairs,
51743,Atsuto Iida,M,22.0,181.0,82.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,
51744,Nobuyuki Iida,M,27.0,187.0,78.0,Japan,JPN,1972 Summer,1972,Summer,Munich,Handball,Handball Men's Handball,
51745,Ran Iida,F,22.0,162.0,54.0,Japan,JPN,2002 Winter,2002,Winter,Salt Lake City,Snowboarding,Snowboarding Women's Parallel Giant Slalom,
51746,Takako Iida,F,26.0,174.0,67.0,Japan,JPN,1972 Summer,1972,Summer,Munich,Volleyball,Volleyball Women's Volleyball,Silver
51746,Takako Iida,F,30.0,174.0,67.0,Japan,JPN,1976 Summer,1976,Summer,Montreal,Volleyball,Volleyball Women's Volleyball,Gold
51747,Hideo Iijima,M,20.0,175.0,75.0,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 100 metres,
51747,Hideo Iijima,M,20.0,175.0,75.0,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 4 x 100 metres Relay,
51747,Hideo Iijima,M,24.0,175.0,75.0,Japan,JPN,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 100 metres,
51747,Hideo Iijima,M,24.0,175.0,75.0,Japan,JPN,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 4 x 100 metres Relay,
51748,Keiko Iijima,M,26.0,173.0,62.0,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 400 metres Hurdles,
51749,Kenji Iijima,M,25.0,163.0,57.0,Japan,JPN,1960 Summer,1960,Summer,Roma,Hockey,Hockey Men's Hockey,
51750,Makoto Iijima,M,29.0,169.0,63.0,Japan,JPN,2000 Summer,2000,Summer,Sydney,Cycling,Cycling Men's Points Race,
51750,Makoto Iijima,M,33.0,169.0,63.0,Japan,JPN,2004 Summer,2004,Summer,Athina,Cycling,Cycling Men's Points Race,
51750,Makoto Iijima,M,37.0,169.0,63.0,Japan,JPN,2008 Summer,2008,Summer,Beijing,Cycling,Cycling Men's Points Race,
51751,Yoichi Iijima,M,29.0,173.0,72.0,Japan,JPN,2008 Summer,2008,Summer,Beijing,Sailing,Sailing Men's One Person Dinghy,
51752,Yoshio Iimuro,M,27.0,160.0,58.0,Japan,JPN,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's Triple Jump,
51753,Minoru Iizuka,M,23.0,,,Japan,JPN,1956 Summer,1956,Summer,Melbourne,Wrestling,"Wrestling Men's Bantamweight, Freestyle",
51754,Shota Iizuka,M,21.0,185.0,80.0,Japan,JPN,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 200 metres,
51754,Shota Iizuka,M,21.0,185.0,80.0,Japan,JPN,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 4 x 100 metres Relay,
51754,Shota Iizuka,M,25.0,185.0,80.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 200 metres,
51754,Shota Iizuka,M,25.0,185.0,80.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
51755,Tomohiro Iizuka,M,24.0,163.0,67.0,Japan,JPN,2000 Summer,2000,Summer,Sydney,Baseball,Baseball Men's Baseball,
51761,Hitoshi Ikebe,M,,,,Japan,JPN,1932 Summer,1932,Summer,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",
51762,Kazuko Ikeda,F,23.0,161.0,61.0,Japan,JPN,1998 Winter,1998,Winter,Nagano,Alpine Skiing,Alpine Skiing Women's Giant Slalom,
51762,Kazuko Ikeda,F,23.0,161.0,61.0,Japan,JPN,1998 Winter,1998,Winter,Nagano,Alpine Skiing,Alpine Skiing Women's Slalom,
51764,Kenzo Ikeda,M,,,,Japan,JPN,1932 Summer,1932,Summer,Los Angeles,Rowing,Rowing Men's Coxed Eights,
51765,Kotaro Ikeda,M,37.0,,,Japan,JPN,1932 Summer,1932,Summer,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",
51766,Kumiko Ikeda,F,27.0,165.0,52.0,Japan,JPN,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Women's Long Jump,
51767,Mitsuka Ikeda,F,24.0,,,Japan,JPN,1956 Summer,1956,Summer,Melbourne,Gymnastics,Gymnastics Women's Individual All-Around,
51767,Mitsuka Ikeda,F,24.0,,,Japan,JPN,1956 Summer,1956,Summer,Melbourne,Gymnastics,Gymnastics Women's Team All-Around,
51767,Mitsuka Ikeda,F,24.0,,,Japan,JPN,1956 Summer,1956,Summer,Melbourne,Gymnastics,Gymnastics Women's Team Portable Apparatus,
51767,Mitsuka Ikeda,F,24.0,,,Japan,JPN,1956 Summer,1956,Summer,Melbourne,Gymnastics,Gymnastics Women's Floor Exercise,
51767,Mitsuka Ikeda,F,24.0,,,Japan,JPN,1956 Summer,1956,Summer,Melbourne,Gymnastics,Gymnastics Women's Horse Vault,
51767,Mitsuka Ikeda,F,24.0,,,Japan,JPN,1956 Summer,1956,Summer,Melbourne,Gymnastics,Gymnastics Women's Uneven Bars,
51767,Mitsuka Ikeda,F,24.0,,,Japan,JPN,1956 Summer,1956,Summer,Melbourne,Gymnastics,Gymnastics Women's Balance Beam,
51768,Mitsuo Ikeda,M,21.0,,,Japan,JPN,1956 Summer,1956,Summer,Melbourne,Wrestling,"Wrestling Men's Welterweight, Freestyle",Gold
51769,Naohiro Ikeda (-Nakano),M,24.0,186.0,78.0,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Volleyball,Volleyball Men's Volleyball,Bronze
51771,Shintaro Ikeda,M,27.0,175.0,71.0,Japan-2,JPN,2008 Summer,2008,Summer,Beijing,Badminton,Badminton Men's Doubles,
51771,Shintaro Ikeda,M,31.0,175.0,71.0,Japan,JPN,2012 Summer,2012,Summer,London,Badminton,Badminton Mixed Doubles,
51772,Tadashi Ikeda,M,33.0,,,Japan,JPN,1988 Summer,1988,Summer,Seoul,Sailing,Sailing Mixed Three Person Keelboat,
51773,Yuhachi Ikeda,M,45.0,,,Japan,JPN,1932 Summer,1932,Summer,Los Angeles,Art Competitions,"Art Competitions Mixed Sculpturing, Unknown Event",
51773,Yuhachi Ikeda,M,45.0,,,Japan,JPN,1932 Summer,1932,Summer,Los Angeles,Art Competitions,"Art Competitions Mixed Sculpturing, Unknown Event",
51773,Yuhachi Ikeda,M,49.0,,,Japan,JPN,1936 Summer,1936,Summer,Berlin,Art Competitions,"Art Competitions Mixed Sculpturing, Unknown Event",
51773,Yuhachi Ikeda,M,49.0,,,Japan,JPN,1936 Summer,1936,Summer,Berlin,Art Competitions,"Art Competitions Mixed Sculpturing, Unknown Event",
51774,Yukiko Ikeda,F,21.0,162.0,48.0,Japan,JPN,1992 Summer,1992,Summer,Barcelona,Archery,Archery Women's Individual,
51774,Yukiko Ikeda,F,21.0,162.0,48.0,Japan,JPN,1992 Summer,1992,Summer,Barcelona,Archery,Archery Women's Team,
51775,Yuta Ikeda,M,30.0,176.0,76.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Golf,Golf Men's Individual,
51777,Rikako Ikee,F,16.0,170.0,56.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 50 metres Freestyle,
51777,Rikako Ikee,F,16.0,170.0,56.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 100 metres Freestyle,
51777,Rikako Ikee,F,16.0,170.0,56.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 200 metres Freestyle,
